file	line	constructor	primary_owner	retry	redaction	rationale	source
crates/cdf-source-sqlite/src/error.rs	37	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, identifier, plan, predicate, or checkpoint supplied across the connector contract.	return CdfError::contract(format!("{action}: SQLite source database path is invalid"));
crates/cdf-source-sqlite/src/error.rs	86	CdfError::new	classified_boundary	kind_dependent_no_delay	action_plus_safe_error_display	Kind is computed by the exhaustive I/O/rusqlite classifier; embedded CdfError values bypass this constructor and preserve retry metadata.	CdfError::new(kind, format!("{action}: {error}"))
crates/cdf-source-sqlite/src/error.rs	96	CdfError::data	sqlite_source_data	none	resource_or_schema_context_only	Missing, malformed, drifting, unsupported, or over-bound source data belongs to the selected SQLite resource.	return CdfError::data(format!(
crates/cdf-source-sqlite/src/error.rs	9	CdfError::data	sqlite_source_data	none	resource_or_schema_context_only	Missing, malformed, drifting, unsupported, or over-bound source data belongs to the selected SQLite resource.	Ok(_) => Err(CdfError::data(
crates/cdf-source-sqlite/src/identifier.rs	13	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, identifier, plan, predicate, or checkpoint supplied across the connector contract.	return Err(CdfError::contract(
crates/cdf-source-sqlite/src/source.rs	119	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, identifier, plan, predicate, or checkpoint supplied across the connector contract.	Err(CdfError::contract(
crates/cdf-source-sqlite/src/source.rs	242	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, identifier, plan, predicate, or checkpoint supplied across the connector contract.	return Err(CdfError::contract(
crates/cdf-source-sqlite/src/source.rs	293	CdfError::internal	cdf_invariant	none	operation_context_only	A compiled/validated invariant or Arrow assembly invariant failed inside CDF.	CdfError::internal(
crates/cdf-source-sqlite/src/source.rs	379	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, identifier, plan, predicate, or checkpoint supplied across the connector contract.	return Err(CdfError::contract(format!(
crates/cdf-source-sqlite/src/source.rs	420	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, identifier, plan, predicate, or checkpoint supplied across the connector contract.	return Err(CdfError::contract(format!(
crates/cdf-source-sqlite/src/source/execution.rs	119	CdfError::internal	cdf_invariant	none	operation_context_only	A compiled/validated invariant or Arrow assembly invariant failed inside CDF.	return Err(CdfError::internal(
crates/cdf-source-sqlite/src/source/execution.rs	176	CdfError::data	sqlite_source_data	none	resource_or_schema_context_only	Missing, malformed, drifting, unsupported, or over-bound source data belongs to the selected SQLite resource.	CdfError::data("SQLite source batch byte estimate overflowed")
crates/cdf-source-sqlite/src/source/execution.rs	181	CdfError::data	sqlite_source_data	none	resource_or_schema_context_only	Missing, malformed, drifting, unsupported, or over-bound source data belongs to the selected SQLite resource.	return Err(CdfError::data(format!(
crates/cdf-source-sqlite/src/source/execution.rs	201	CdfError::data	sqlite_source_data	none	resource_or_schema_context_only	Missing, malformed, drifting, unsupported, or over-bound source data belongs to the selected SQLite resource.	return Err(CdfError::data(format!(
crates/cdf-source-sqlite/src/source/execution.rs	215	CdfError::internal	cdf_invariant	none	operation_context_only	A compiled/validated invariant or Arrow assembly invariant failed inside CDF.	CdfError::internal(format!("assemble SQLite source Arrow batch: {error}"))
crates/cdf-source-sqlite/src/source/execution.rs	219	CdfError::data	sqlite_source_data	none	resource_or_schema_context_only	Missing, malformed, drifting, unsupported, or over-bound source data belongs to the selected SQLite resource.	return Err(CdfError::data(format!(
crates/cdf-source-sqlite/src/source/execution.rs	246	CdfError::data	sqlite_source_data	none	resource_or_schema_context_only	Missing, malformed, drifting, unsupported, or over-bound source data belongs to the selected SQLite resource.	return Err(CdfError::data(format!(
crates/cdf-source-sqlite/src/source/execution.rs	283	CdfError::data	sqlite_source_data	none	resource_or_schema_context_only	Missing, malformed, drifting, unsupported, or over-bound source data belongs to the selected SQLite resource.	CdfError::data(format!(
crates/cdf-source-sqlite/src/source/execution.rs	290	CdfError::data	sqlite_source_data	none	resource_or_schema_context_only	Missing, malformed, drifting, unsupported, or over-bound source data belongs to the selected SQLite resource.	CdfError::data(format!(
crates/cdf-source-sqlite/src/source/execution.rs	297	CdfError::data	sqlite_source_data	none	resource_or_schema_context_only	Missing, malformed, drifting, unsupported, or over-bound source data belongs to the selected SQLite resource.	return Err(CdfError::data(format!(
crates/cdf-source-sqlite/src/source/execution.rs	303	CdfError::data	sqlite_source_data	none	resource_or_schema_context_only	Missing, malformed, drifting, unsupported, or over-bound source data belongs to the selected SQLite resource.	return Err(CdfError::data(format!(
crates/cdf-source-sqlite/src/source/execution.rs	314	CdfError::data	sqlite_source_data	none	resource_or_schema_context_only	Missing, malformed, drifting, unsupported, or over-bound source data belongs to the selected SQLite resource.	CdfError::data(
crates/cdf-source-sqlite/src/source/execution.rs	319	CdfError::data	sqlite_source_data	none	resource_or_schema_context_only	Missing, malformed, drifting, unsupported, or over-bound source data belongs to the selected SQLite resource.	return Err(CdfError::data(format!(
crates/cdf-source-sqlite/src/source/execution.rs	335	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, identifier, plan, predicate, or checkpoint supplied across the connector contract.	CdfError::contract(format!(
crates/cdf-source-sqlite/src/source/execution.rs	349	CdfError::data	sqlite_source_data	none	resource_or_schema_context_only	Missing, malformed, drifting, unsupported, or over-bound source data belongs to the selected SQLite resource.	CdfError::data(format!(
crates/cdf-source-sqlite/src/source/execution.rs	386	CdfError::internal	run_cancellation	none	operation_context_only	SQLite VM interruption caused by the installed progress hook preserves host run-cancellation ownership.	CdfError::internal("SQLite source execution was cancelled")
crates/cdf-source-sqlite/src/source/execution.rs	429	CdfError::data	sqlite_source_data	none	resource_or_schema_context_only	Missing, malformed, drifting, unsupported, or over-bound source data belongs to the selected SQLite resource.	return Err(CdfError::data(format!(
crates/cdf-source-sqlite/src/source/execution.rs	445	CdfError::data	sqlite_source_data	none	resource_or_schema_context_only	Missing, malformed, drifting, unsupported, or over-bound source data belongs to the selected SQLite resource.	return Err(CdfError::data(format!(
crates/cdf-source-sqlite/src/source/execution.rs	573	CdfError::data	sqlite_source_data	none	resource_or_schema_context_only	Missing, malformed, drifting, unsupported, or over-bound source data belongs to the selected SQLite resource.	CdfError::data(format!(
crates/cdf-source-sqlite/src/source/query.rs	103	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, identifier, plan, predicate, or checkpoint supplied across the connector contract.	CdfError::contract("compiled SQLite predicate is not executable")
crates/cdf-source-sqlite/src/source/query.rs	106	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, identifier, plan, predicate, or checkpoint supplied across the connector contract.	return Err(CdfError::contract(
crates/cdf-source-sqlite/src/source/query.rs	209	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, identifier, plan, predicate, or checkpoint supplied across the connector contract.	CdfError::contract("SQLite snapshot resource cannot resume from a cursor position")
crates/cdf-source-sqlite/src/source/query.rs	212	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, identifier, plan, predicate, or checkpoint supplied across the connector contract.	return Err(CdfError::contract(
crates/cdf-source-sqlite/src/source/query.rs	217	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, identifier, plan, predicate, or checkpoint supplied across the connector contract.	return Err(CdfError::contract(
crates/cdf-source-sqlite/src/source/query.rs	238	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, identifier, plan, predicate, or checkpoint supplied across the connector contract.	.ok_or_else(|| CdfError::contract("SQLite predicate field disappeared"))?;
crates/cdf-source-sqlite/src/source/query.rs	263	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, identifier, plan, predicate, or checkpoint supplied across the connector contract.	CdfError::contract(format!(
crates/cdf-source-sqlite/src/source/query.rs	363	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, identifier, plan, predicate, or checkpoint supplied across the connector contract.	Err(CdfError::contract(format!(
crates/cdf-source-sqlite/src/source/query.rs	376	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, identifier, plan, predicate, or checkpoint supplied across the connector contract.	return Err(CdfError::contract(
crates/cdf-source-sqlite/src/source/query.rs	383	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, identifier, plan, predicate, or checkpoint supplied across the connector contract.	return Err(CdfError::contract(format!(
crates/cdf-source-sqlite/src/source/query.rs	38	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, identifier, plan, predicate, or checkpoint supplied across the connector contract.	return Err(CdfError::contract(
crates/cdf-source-sqlite/src/source/query.rs	396	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, identifier, plan, predicate, or checkpoint supplied across the connector contract.	CdfError::contract("SQLite cursor projection authority is invalid")
crates/cdf-source-sqlite/src/source/query.rs	399	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, identifier, plan, predicate, or checkpoint supplied across the connector contract.	return Err(CdfError::contract(format!(
crates/cdf-source-sqlite/src/source/query.rs	420	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, identifier, plan, predicate, or checkpoint supplied across the connector contract.	CdfError::contract(format!(
crates/cdf-source-sqlite/src/source/query.rs	49	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, identifier, plan, predicate, or checkpoint supplied across the connector contract.	return Err(CdfError::contract(
crates/cdf-source-sqlite/src/source/query.rs	65	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, identifier, plan, predicate, or checkpoint supplied across the connector contract.	return Err(CdfError::contract(format!(
crates/cdf-source-sqlite/src/source/schema.rs	101	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, identifier, plan, predicate, or checkpoint supplied across the connector contract.	return Err(CdfError::contract(
crates/cdf-source-sqlite/src/source/schema.rs	107	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, identifier, plan, predicate, or checkpoint supplied across the connector contract.	CdfError::contract(format!(
crates/cdf-source-sqlite/src/source/schema.rs	112	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, identifier, plan, predicate, or checkpoint supplied across the connector contract.	return Err(CdfError::contract(format!(
crates/cdf-source-sqlite/src/source/schema.rs	120	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, identifier, plan, predicate, or checkpoint supplied across the connector contract.	return Err(CdfError::contract(format!(
crates/cdf-source-sqlite/src/source/schema.rs	148	CdfError::data	sqlite_source_data	none	resource_or_schema_context_only	Missing, malformed, drifting, unsupported, or over-bound source data belongs to the selected SQLite resource.	Err(CdfError::data(format!(
crates/cdf-source-sqlite/src/source/schema.rs	200	CdfError::data	sqlite_source_data	none	resource_or_schema_context_only	Missing, malformed, drifting, unsupported, or over-bound source data belongs to the selected SQLite resource.	CdfError::data(format!(
crates/cdf-source-sqlite/src/source/schema.rs	211	CdfError::data	sqlite_source_data	none	resource_or_schema_context_only	Missing, malformed, drifting, unsupported, or over-bound source data belongs to the selected SQLite resource.	_ => Err(CdfError::data(
crates/cdf-source-sqlite/src/source/schema.rs	29	CdfError::data	sqlite_source_data	none	resource_or_schema_context_only	Missing, malformed, drifting, unsupported, or over-bound source data belongs to the selected SQLite resource.	return Err(CdfError::data(
crates/cdf-source-sqlite/src/source/schema.rs	36	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, identifier, plan, predicate, or checkpoint supplied across the connector contract.	return Err(CdfError::contract(format!(
crates/cdf-source-sqlite/src/source/schema.rs	49	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, identifier, plan, predicate, or checkpoint supplied across the connector contract.	return Err(CdfError::contract(format!(
crates/cdf-source-sqlite/src/source/schema.rs	57	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, identifier, plan, predicate, or checkpoint supplied across the connector contract.	CdfError::contract(format!(
crates/cdf-source-sqlite/src/source/schema.rs	65	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, identifier, plan, predicate, or checkpoint supplied across the connector contract.	return Err(CdfError::contract(format!(
crates/cdf-source-sqlite/src/source/schema.rs	72	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, identifier, plan, predicate, or checkpoint supplied across the connector contract.	return Err(CdfError::contract(
crates/cdf-source-sqlite/src/source/schema.rs	77	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, identifier, plan, predicate, or checkpoint supplied across the connector contract.	return Err(CdfError::contract(
crates/cdf-source-sqlite/src/source/schema.rs	85	CdfError::data	sqlite_source_data	none	resource_or_schema_context_only	Missing, malformed, drifting, unsupported, or over-bound source data belongs to the selected SQLite resource.	CdfError::data(format!(
crates/cdf-source-sqlite/src/source/schema.rs	94	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, identifier, plan, predicate, or checkpoint supplied across the connector contract.	return Err(CdfError::contract(format!(
crates/cdf-source-sqlite/src/source/temporal.rs	100	CdfError::data	sqlite_source_data	none	resource_or_schema_context_only	Missing, malformed, drifting, unsupported, or over-bound source data belongs to the selected SQLite resource.	CdfError::data(format!(
crates/cdf-source-sqlite/src/source/temporal.rs	106	CdfError::data	sqlite_source_data	none	resource_or_schema_context_only	Missing, malformed, drifting, unsupported, or over-bound source data belongs to the selected SQLite resource.	CdfError::data(format!(
crates/cdf-source-sqlite/src/source/temporal.rs	120	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, identifier, plan, predicate, or checkpoint supplied across the connector contract.	CdfError::contract(format!(
crates/cdf-source-sqlite/src/source/temporal.rs	134	CdfError::data	sqlite_source_data	none	resource_or_schema_context_only	Missing, malformed, drifting, unsupported, or over-bound source data belongs to the selected SQLite resource.	CdfError::data(format!(
crates/cdf-source-sqlite/src/source/temporal.rs	140	CdfError::data	sqlite_source_data	none	resource_or_schema_context_only	Missing, malformed, drifting, unsupported, or over-bound source data belongs to the selected SQLite resource.	CdfError::data(format!(
crates/cdf-source-sqlite/src/source/temporal.rs	180	CdfError::data	sqlite_source_data	none	resource_or_schema_context_only	Missing, malformed, drifting, unsupported, or over-bound source data belongs to the selected SQLite resource.	CdfError::data(
crates/cdf-source-sqlite/src/source/temporal.rs	195	CdfError::data	sqlite_source_data	none	resource_or_schema_context_only	Missing, malformed, drifting, unsupported, or over-bound source data belongs to the selected SQLite resource.	CdfError::data("SQLite uint64 cursor exceeds SQLite integer range")
crates/cdf-source-sqlite/src/source/temporal.rs	200	CdfError::data	sqlite_source_data	none	resource_or_schema_context_only	Missing, malformed, drifting, unsupported, or over-bound source data belongs to the selected SQLite resource.	.ok_or_else(|| CdfError::data("SQLite date cursor overflowed"))?,
crates/cdf-source-sqlite/src/source/temporal.rs	207	CdfError::data	sqlite_source_data	none	resource_or_schema_context_only	Missing, malformed, drifting, unsupported, or over-bound source data belongs to the selected SQLite resource.	_ => Err(CdfError::data(
crates/cdf-source-sqlite/src/source/temporal.rs	219	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, identifier, plan, predicate, or checkpoint supplied across the connector contract.	.ok_or_else(|| CdfError::contract("SQLite temporal cursor has no compiled encoding"))?;
crates/cdf-source-sqlite/src/source/temporal.rs	224	CdfError::data	sqlite_source_data	none	resource_or_schema_context_only	Missing, malformed, drifting, unsupported, or over-bound source data belongs to the selected SQLite resource.	Err(CdfError::data(
crates/cdf-source-sqlite/src/source/temporal.rs	239	CdfError::data	sqlite_source_data	none	resource_or_schema_context_only	Missing, malformed, drifting, unsupported, or over-bound source data belongs to the selected SQLite resource.	|| CdfError::data("SQLite nanosecond checkpoint overflowed"),
crates/cdf-source-sqlite/src/source/temporal.rs	353	CdfError::data	sqlite_source_data	none	resource_or_schema_context_only	Missing, malformed, drifting, unsupported, or over-bound source data belongs to the selected SQLite resource.	return Err(CdfError::data(
crates/cdf-source-sqlite/src/source/temporal.rs	45	CdfError::data	sqlite_source_data	none	resource_or_schema_context_only	Missing, malformed, drifting, unsupported, or over-bound source data belongs to the selected SQLite resource.	return Err(CdfError::data(format!(
crates/cdf-source-sqlite/src/source/temporal.rs	70	CdfError::internal	cdf_invariant	none	operation_context_only	A compiled/validated invariant or Arrow assembly invariant failed inside CDF.	_ => return Err(CdfError::internal("validated SQLite cursor type changed")),
crates/cdf-source-sqlite/src/source/temporal.rs	80	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, identifier, plan, predicate, or checkpoint supplied across the connector contract.	CdfError::contract(format!(
crates/cdf-source-sqlite/src/source/temporal.rs	88	CdfError::data	sqlite_source_data	none	resource_or_schema_context_only	Missing, malformed, drifting, unsupported, or over-bound source data belongs to the selected SQLite resource.	CdfError::data(format!(
