file	line	syntax	primary_owner	retry	redaction	rationale	source
crates/cdf-source-clickhouse/src/catalog.rs	322	CdfError::data	clickhouse_source_data	none	bounded_resource_field_or_schema_context	Missing, malformed, drifting, unsupported, over-bound, or physically inconsistent remote data belongs to the selected source.	            .map_err(|_| CdfError::data(format!("ClickHouse catalog {label} is not UTF-8")));
crates/cdf-source-clickhouse/src/catalog.rs	326	CdfError::data	clickhouse_source_data	none	bounded_resource_field_or_schema_context	Missing, malformed, drifting, unsupported, over-bound, or physically inconsistent remote data belongs to the selected source.	            .map_err(|_| CdfError::data(format!("ClickHouse catalog {label} is not UTF-8")));
crates/cdf-source-clickhouse/src/catalog.rs	334	CdfError::data	clickhouse_source_data	none	bounded_resource_field_or_schema_context	Missing, malformed, drifting, unsupported, over-bound, or physically inconsistent remote data belongs to the selected source.	    Err(CdfError::data(format!(
crates/cdf-source-clickhouse/src/catalog.rs	75	CdfError::internal	cdf_invariant	none	operation_context_only	A validated query, serialization, partition, schema-probe, or cursor invariant failed inside CDF.	            CdfError::internal("ClickHouse catalog query lost its admitted decode authority")
crates/cdf-source-clickhouse/src/client.rs	103	CdfError::auth	clickhouse_auth	none	fixed_message_no_secret_value	Resolved credentials are absent or invalid and require credential repair.	            return Err(CdfError::auth(
crates/cdf-source-clickhouse/src/client.rs	113	CdfError::internal	cdf_invariant	none	operation_context_only	A validated query, serialization, partition, schema-probe, or cursor invariant failed inside CDF.	            return Err(CdfError::internal(format!(
crates/cdf-source-clickhouse/src/client.rs	148	CdfError::internal	cdf_invariant	none	operation_context_only	A validated query, serialization, partition, schema-probe, or cursor invariant failed inside CDF.	            CdfError::internal(
crates/cdf-source-clickhouse/src/client.rs	164	CdfError::internal	cdf_invariant	none	operation_context_only	A validated query, serialization, partition, schema-probe, or cursor invariant failed inside CDF.	            return Err(CdfError::internal(format!(
crates/cdf-source-clickhouse/src/client.rs	86	CdfError::contract	caller_contract	none	bounded_configuration_or_field_context	Invalid configuration, plan, identifier, predicate, checkpoint, or effective-schema binding crosses the connector contract.	            return Err(CdfError::contract(
crates/cdf-source-clickhouse/src/client.rs	91	CdfError::contract	caller_contract	none	bounded_configuration_or_field_context	Invalid configuration, plan, identifier, predicate, checkpoint, or effective-schema binding crosses the connector contract.	            return Err(CdfError::contract(
crates/cdf-source-clickhouse/src/client.rs	96	CdfError::contract	caller_contract	none	bounded_configuration_or_field_context	Invalid configuration, plan, identifier, predicate, checkpoint, or effective-schema binding crosses the connector contract.	            return Err(CdfError::contract(
crates/cdf-source-clickhouse/src/driver.rs	132	CdfError::data	clickhouse_source_data	none	bounded_resource_field_or_schema_context	Missing, malformed, drifting, unsupported, over-bound, or physically inconsistent remote data belongs to the selected source.	                    CdfError::data("ClickHouse health probe produced no catalog candidate")
crates/cdf-source-clickhouse/src/driver.rs	160	CdfError::contract	caller_contract	none	bounded_configuration_or_field_context	Invalid configuration, plan, identifier, predicate, checkpoint, or effective-schema binding crosses the connector contract.	            return Err(CdfError::contract(
crates/cdf-source-clickhouse/src/driver.rs	173	CdfError::contract	caller_contract	none	bounded_configuration_or_field_context	Invalid configuration, plan, identifier, predicate, checkpoint, or effective-schema binding crosses the connector contract.	            return Err(CdfError::contract(
crates/cdf-source-clickhouse/src/driver.rs	227	CdfError::internal	cdf_invariant	none	operation_context_only	A validated query, serialization, partition, schema-probe, or cursor invariant failed inside CDF.	                    CdfError::internal(format!("serialize ClickHouse source plan: {error}"))
crates/cdf-source-clickhouse/src/driver.rs	305	CdfError::contract	caller_contract	none	bounded_configuration_or_field_context	Invalid configuration, plan, identifier, predicate, checkpoint, or effective-schema binding crosses the connector contract.	            return Err(CdfError::contract(format!(
crates/cdf-source-clickhouse/src/driver.rs	311	CdfError::contract	caller_contract	none	bounded_configuration_or_field_context	Invalid configuration, plan, identifier, predicate, checkpoint, or effective-schema binding crosses the connector contract.	            CdfError::contract(format!("cdf add could not parse ClickHouse URL: {error}"))
crates/cdf-source-clickhouse/src/driver.rs	314	CdfError::contract	caller_contract	none	bounded_configuration_or_field_context	Invalid configuration, plan, identifier, predicate, checkpoint, or effective-schema binding crosses the connector contract.	            return Err(CdfError::contract(
crates/cdf-source-clickhouse/src/driver.rs	328	CdfError::contract	caller_contract	none	bounded_configuration_or_field_context	Invalid configuration, plan, identifier, predicate, checkpoint, or effective-schema binding crosses the connector contract.	            return Err(CdfError::contract(
crates/cdf-source-clickhouse/src/driver.rs	338	CdfError::contract	caller_contract	none	bounded_configuration_or_field_context	Invalid configuration, plan, identifier, predicate, checkpoint, or effective-schema binding crosses the connector contract.	            .map_err(|()| CdfError::contract("clear ClickHouse URL username"))?;
crates/cdf-source-clickhouse/src/driver.rs	341	CdfError::contract	caller_contract	none	bounded_configuration_or_field_context	Invalid configuration, plan, identifier, predicate, checkpoint, or effective-schema binding crosses the connector contract.	            .map_err(|()| CdfError::contract("clear ClickHouse URL password"))?;
crates/cdf-source-clickhouse/src/driver.rs	364	CdfError::contract	caller_contract	none	bounded_configuration_or_field_context	Invalid configuration, plan, identifier, predicate, checkpoint, or effective-schema binding crosses the connector contract.	                    CdfError::contract(format!("ClickHouse cdf add {key} must be an integer"))
crates/cdf-source-clickhouse/src/driver.rs	372	CdfError::contract	caller_contract	none	bounded_configuration_or_field_context	Invalid configuration, plan, identifier, predicate, checkpoint, or effective-schema binding crosses the connector contract.	            return Err(CdfError::contract(
crates/cdf-source-clickhouse/src/driver.rs	441	CdfError::contract	caller_contract	none	bounded_configuration_or_field_context	Invalid configuration, plan, identifier, predicate, checkpoint, or effective-schema binding crosses the connector contract.	            return Err(CdfError::contract(
crates/cdf-source-clickhouse/src/driver.rs	508	CdfError::contract	caller_contract	none	bounded_configuration_or_field_context	Invalid configuration, plan, identifier, predicate, checkpoint, or effective-schema binding crosses the connector contract.	            return Err(CdfError::contract(
crates/cdf-source-clickhouse/src/driver.rs	522	CdfError::contract	caller_contract	none	bounded_configuration_or_field_context	Invalid configuration, plan, identifier, predicate, checkpoint, or effective-schema binding crosses the connector contract.	            return Err(CdfError::contract(
crates/cdf-source-clickhouse/src/driver.rs	573	CdfError::contract	caller_contract	none	bounded_configuration_or_field_context	Invalid configuration, plan, identifier, predicate, checkpoint, or effective-schema binding crosses the connector contract.	        .map_err(|error| CdfError::contract(format!("invalid ClickHouse source plan: {error}")))
crates/cdf-source-clickhouse/src/driver.rs	581	CdfError::contract	caller_contract	none	bounded_configuration_or_field_context	Invalid configuration, plan, identifier, predicate, checkpoint, or effective-schema binding crosses the connector contract.	        .map_err(|error| CdfError::contract(format!("{label} options are invalid: {error}")))
crates/cdf-source-clickhouse/src/driver.rs	594	CdfError::contract	caller_contract	none	bounded_configuration_or_field_context	Invalid configuration, plan, identifier, predicate, checkpoint, or effective-schema binding crosses the connector contract.	            CdfError::contract("ClickHouse endpoint must use clickhouse:// or clickhouses://")
crates/cdf-source-clickhouse/src/driver.rs	597	CdfError::contract	caller_contract	none	bounded_configuration_or_field_context	Invalid configuration, plan, identifier, predicate, checkpoint, or effective-schema binding crosses the connector contract.	        CdfError::contract(format!("ClickHouse endpoint is not a valid URL: {error}"))
crates/cdf-source-clickhouse/src/driver.rs	606	CdfError::contract	caller_contract	none	bounded_configuration_or_field_context	Invalid configuration, plan, identifier, predicate, checkpoint, or effective-schema binding crosses the connector contract.	        return Err(CdfError::contract(
crates/cdf-source-clickhouse/src/driver.rs	623	CdfError::contract	caller_contract	none	bounded_configuration_or_field_context	Invalid configuration, plan, identifier, predicate, checkpoint, or effective-schema binding crosses the connector contract.	        .ok_or_else(|| CdfError::contract("ClickHouse operational endpoint must use HTTP or HTTPS"))
crates/cdf-source-clickhouse/src/driver.rs	657	CdfError::data	clickhouse_source_data	none	bounded_resource_field_or_schema_context	Missing, malformed, drifting, unsupported, over-bound, or physically inconsistent remote data belongs to the selected source.	        return Err(CdfError::data(
crates/cdf-source-clickhouse/src/driver.rs	662	CdfError::contract	caller_contract	none	bounded_configuration_or_field_context	Invalid configuration, plan, identifier, predicate, checkpoint, or effective-schema binding crosses the connector contract.	        (None, Some(_)) => Err(CdfError::contract(
crates/cdf-source-clickhouse/src/driver.rs	665	CdfError::contract	caller_contract	none	bounded_configuration_or_field_context	Invalid configuration, plan, identifier, predicate, checkpoint, or effective-schema binding crosses the connector contract.	        (Some(_), None) => Err(CdfError::contract(
crates/cdf-source-clickhouse/src/driver.rs	669	CdfError::contract	caller_contract	none	bounded_configuration_or_field_context	Invalid configuration, plan, identifier, predicate, checkpoint, or effective-schema binding crosses the connector contract.	            CdfError::contract("ClickHouse stable_key must differ from the cursor field"),
crates/cdf-source-clickhouse/src/error.rs	14	ErrorKind::Transient	remote_transport	host_policy_only	controlled_message_and_stable_code_only	Network, timeout, or stable transient server code may recover after external state changes.	                .unwrap_or(ErrorKind::Transient),
crates/cdf-source-clickhouse/src/error.rs	178	ErrorKind::Auth	test_assertion	none	test_only	Test-only fixture or assertion verifies the production ownership boundary.	        assert_eq!(auth.kind, ErrorKind::Auth);
crates/cdf-source-clickhouse/src/error.rs	17	ErrorKind::Transient	remote_transport	host_policy_only	controlled_message_and_stable_code_only	Network, timeout, or stable transient server code may recover after external state changes.	        Error::TimedOut => (ErrorKind::Transient, "transport timeout"),
crates/cdf-source-clickhouse/src/error.rs	185	ErrorKind::RateLimited	test_assertion	none	test_only	Test-only fixture or assertion verifies the production ownership boundary.	        assert_eq!(quota.kind, ErrorKind::RateLimited);
crates/cdf-source-clickhouse/src/error.rs	190	CdfError::rate_limited	test_fixture	preserved_250_ms_fixture	test_only	Test-only fixture or assertion verifies the production ownership boundary.	        let wrapped = Error::Other(Box::new(std::io::Error::other(CdfError::rate_limited(
crates/cdf-source-clickhouse/src/error.rs	195	ErrorKind::RateLimited	test_assertion	none	test_only	Test-only fixture or assertion verifies the production ownership boundary.	        assert_eq!(classified.kind, ErrorKind::RateLimited);
crates/cdf-source-clickhouse/src/error.rs	19	ErrorKind::Data	clickhouse_source_data	none	controlled_message_and_stable_code_only	Malformed, unsupported, or schema-contradicting remote response belongs to the selected source.	            (ErrorKind::Data, "invalid compressed source response")
crates/cdf-source-clickhouse/src/error.rs	209	ErrorKind::Data	test_assertion	none	test_only	Test-only fixture or assertion verifies the production ownership boundary.	        assert_eq!(classified.kind, ErrorKind::Data);
crates/cdf-source-clickhouse/src/error.rs	224	ErrorKind::Environment	test_assertion	none	test_only	Test-only fixture or assertion verifies the production ownership boundary.	            ErrorKind::Environment
crates/cdf-source-clickhouse/src/error.rs	22	ErrorKind::Data	clickhouse_source_data	none	controlled_message_and_stable_code_only	Malformed, unsupported, or schema-contradicting remote response belongs to the selected source.	            ErrorKind::Data,
crates/cdf-source-clickhouse/src/error.rs	233	ErrorKind::Transient	test_assertion	none	test_only	Test-only fixture or assertion verifies the production ownership boundary.	            ErrorKind::Transient
crates/cdf-source-clickhouse/src/error.rs	242	ErrorKind::Data	test_assertion	none	test_only	Test-only fixture or assertion verifies the production ownership boundary.	            ErrorKind::Data
crates/cdf-source-clickhouse/src/error.rs	251	ErrorKind::Environment	test_assertion	none	test_only	Test-only fixture or assertion verifies the production ownership boundary.	            ErrorKind::Environment
crates/cdf-source-clickhouse/src/error.rs	260	ErrorKind::Environment	test_assertion	none	test_only	Test-only fixture or assertion verifies the production ownership boundary.	            ErrorKind::Environment
crates/cdf-source-clickhouse/src/error.rs	28	ErrorKind::Auth	clickhouse_auth	none	controlled_message_and_stable_code_only	Stable server authentication code requires credential repair.	                Some(192 | 193 | 194 | 516) => ErrorKind::Auth,
crates/cdf-source-clickhouse/src/error.rs	29	ErrorKind::RateLimited	clickhouse_rate_limit	host_policy_only	controlled_message_and_stable_code_only	Stable server quota or limit code identifies externally imposed rate pressure.	                Some(202 | 203 | 204 | 242) => ErrorKind::RateLimited,
crates/cdf-source-clickhouse/src/error.rs	30	ErrorKind::Transient	remote_transport	host_policy_only	controlled_message_and_stable_code_only	Network, timeout, or stable transient server code may recover after external state changes.	                Some(159 | 209 | 210 | 279 | 319) => ErrorKind::Transient,
crates/cdf-source-clickhouse/src/error.rs	31	ErrorKind::Data	clickhouse_source_data	none	controlled_message_and_stable_code_only	Malformed, unsupported, or schema-contradicting remote response belongs to the selected source.	                Some(47 | 50 | 60 | 62 | 81 | 117 | 122 | 386) | None => ErrorKind::Data,
crates/cdf-source-clickhouse/src/error.rs	32	ErrorKind::Data	clickhouse_source_data	none	controlled_message_and_stable_code_only	Malformed, unsupported, or schema-contradicting remote response belongs to the selected source.	                Some(_) => ErrorKind::Data,
crates/cdf-source-clickhouse/src/error.rs	34	CdfError::new	dynamic_foreign_classifier	kind_dependent	controlled_message_and_stable_code_only	Central foreign boundary applies the stable variant, code, and nested-I/O classification.	            return CdfError::new(
crates/cdf-source-clickhouse/src/error.rs	47	ErrorKind::Internal	cdf_invariant	none	controlled_message_and_stable_code_only	Official-client parameter or decode API invariant failed after CDF validation.	            ErrorKind::Internal,
crates/cdf-source-clickhouse/src/error.rs	51	ErrorKind::Environment	local_host_environment	none	controlled_message_and_stable_code_only	Nested host facility, permission, resource, resolver, or TLS-construction failure belongs to the local environment.	            ErrorKind::Environment,
crates/cdf-source-clickhouse/src/error.rs	61	ErrorKind::Data	clickhouse_source_data	none	controlled_message_and_stable_code_only	Malformed, unsupported, or schema-contradicting remote response belongs to the selected source.	            ErrorKind::Data,
crates/cdf-source-clickhouse/src/error.rs	65	ErrorKind::Internal	cdf_invariant	none	controlled_message_and_stable_code_only	Official-client parameter or decode API invariant failed after CDF validation.	            (ErrorKind::Internal, "official client invariant failed")
crates/cdf-source-clickhouse/src/error.rs	70	ErrorKind::Data	clickhouse_source_data	none	controlled_message_and_stable_code_only	Malformed, unsupported, or schema-contradicting remote response belongs to the selected source.	                .unwrap_or(ErrorKind::Data),
crates/cdf-source-clickhouse/src/error.rs	73	ErrorKind::Data	clickhouse_source_data	none	controlled_message_and_stable_code_only	Malformed, unsupported, or schema-contradicting remote response belongs to the selected source.	        _ => (ErrorKind::Data, "source request failed"),
crates/cdf-source-clickhouse/src/error.rs	75	CdfError::new	dynamic_foreign_classifier	kind_dependent	controlled_message_and_stable_code_only	Central foreign boundary applies the stable variant, code, and nested-I/O classification.	    CdfError::new(kind, format!("{action}: {detail}"))
crates/cdf-source-clickhouse/src/error.rs	89	ErrorKind::Transient	remote_transport	host_policy_only	controlled_message_and_stable_code_only	Network, timeout, or stable transient server code may recover after external state changes.	        | Io::BrokenPipe => ErrorKind::Transient,
crates/cdf-source-clickhouse/src/error.rs	90	ErrorKind::Environment	local_host_environment	none	controlled_message_and_stable_code_only	Nested host facility, permission, resource, resolver, or TLS-construction failure belongs to the local environment.	        _ => ErrorKind::Environment,
crates/cdf-source-clickhouse/src/error.rs	98	ErrorKind::Data	clickhouse_source_data	none	controlled_message_and_stable_code_only	Malformed, unsupported, or schema-contradicting remote response belongs to the selected source.	        Io::UnexpectedEof | Io::InvalidData => ErrorKind::Data,
crates/cdf-source-clickhouse/src/execution.rs	130	CdfError::data	clickhouse_source_data	none	bounded_resource_field_or_schema_context	Missing, malformed, drifting, unsupported, over-bound, or physically inconsistent remote data belongs to the selected source.	            return Err(CdfError::data(format!(
crates/cdf-source-clickhouse/src/execution.rs	168	CdfError::contract	caller_contract	none	bounded_configuration_or_field_context	Invalid configuration, plan, identifier, predicate, checkpoint, or effective-schema binding crosses the connector contract.	                CdfError::contract(format!(
crates/cdf-source-clickhouse/src/execution.rs	185	CdfError::data	clickhouse_source_data	none	bounded_resource_field_or_schema_context	Missing, malformed, drifting, unsupported, over-bound, or physically inconsistent remote data belongs to the selected source.	        return Err(CdfError::data(
crates/cdf-source-clickhouse/src/execution.rs	194	CdfError::data	clickhouse_source_data	none	bounded_resource_field_or_schema_context	Missing, malformed, drifting, unsupported, over-bound, or physically inconsistent remote data belongs to the selected source.	            CdfError::data(format!(
crates/cdf-source-clickhouse/src/execution.rs	201	CdfError::data	clickhouse_source_data	none	bounded_resource_field_or_schema_context	Missing, malformed, drifting, unsupported, over-bound, or physically inconsistent remote data belongs to the selected source.	            CdfError::data(format!(
crates/cdf-source-clickhouse/src/execution.rs	214	CdfError::data	clickhouse_source_data	none	bounded_resource_field_or_schema_context	Missing, malformed, drifting, unsupported, over-bound, or physically inconsistent remote data belongs to the selected source.	            CdfError::data(
crates/cdf-source-clickhouse/src/execution.rs	219	CdfError::data	clickhouse_source_data	none	bounded_resource_field_or_schema_context	Missing, malformed, drifting, unsupported, over-bound, or physically inconsistent remote data belongs to the selected source.	        return Err(CdfError::data(format!(
crates/cdf-source-clickhouse/src/execution.rs	239	CdfError::data	clickhouse_source_data	none	bounded_resource_field_or_schema_context	Missing, malformed, drifting, unsupported, over-bound, or physically inconsistent remote data belongs to the selected source.	                CdfError::data(format!(
crates/cdf-source-clickhouse/src/execution.rs	244	CdfError::data	clickhouse_source_data	none	bounded_resource_field_or_schema_context	Missing, malformed, drifting, unsupported, over-bound, or physically inconsistent remote data belongs to the selected source.	            CdfError::data(format!(
crates/cdf-source-clickhouse/src/execution.rs	250	CdfError::data	clickhouse_source_data	none	bounded_resource_field_or_schema_context	Missing, malformed, drifting, unsupported, over-bound, or physically inconsistent remote data belongs to the selected source.	            CdfError::data(format!(
crates/cdf-source-clickhouse/src/execution.rs	256	CdfError::data	clickhouse_source_data	none	bounded_resource_field_or_schema_context	Missing, malformed, drifting, unsupported, over-bound, or physically inconsistent remote data belongs to the selected source.	            return Err(CdfError::data(format!(
crates/cdf-source-clickhouse/src/execution.rs	274	CdfError::contract	caller_contract	none	bounded_configuration_or_field_context	Invalid configuration, plan, identifier, predicate, checkpoint, or effective-schema binding crosses the connector contract.	                CdfError::contract(format!(
crates/cdf-source-clickhouse/src/execution.rs	288	CdfError::data	clickhouse_source_data	none	bounded_resource_field_or_schema_context	Missing, malformed, drifting, unsupported, over-bound, or physically inconsistent remote data belongs to the selected source.	                    CdfError::data(format!(
crates/cdf-source-clickhouse/src/execution.rs	309	CdfError::data	clickhouse_source_data	none	bounded_resource_field_or_schema_context	Missing, malformed, drifting, unsupported, over-bound, or physically inconsistent remote data belongs to the selected source.	        return Err(CdfError::data(
crates/cdf-source-clickhouse/src/execution.rs	325	CdfError::data	clickhouse_source_data	none	bounded_resource_field_or_schema_context	Missing, malformed, drifting, unsupported, over-bound, or physically inconsistent remote data belongs to the selected source.	            return Err(CdfError::data(format!(
crates/cdf-source-clickhouse/src/execution.rs	340	CdfError::data	clickhouse_source_data	none	bounded_resource_field_or_schema_context	Missing, malformed, drifting, unsupported, over-bound, or physically inconsistent remote data belongs to the selected source.	                return Err(CdfError::data(format!(
crates/cdf-source-clickhouse/src/execution.rs	352	CdfError::data	clickhouse_source_data	none	bounded_resource_field_or_schema_context	Missing, malformed, drifting, unsupported, over-bound, or physically inconsistent remote data belongs to the selected source.	                return Err(CdfError::data(format!(
crates/cdf-source-clickhouse/src/execution.rs	366	CdfError::data	clickhouse_source_data	none	bounded_resource_field_or_schema_context	Missing, malformed, drifting, unsupported, over-bound, or physically inconsistent remote data belongs to the selected source.	        CdfError::data(format!(
crates/cdf-source-clickhouse/src/execution.rs	377	CdfError::data	clickhouse_source_data	none	bounded_resource_field_or_schema_context	Missing, malformed, drifting, unsupported, over-bound, or physically inconsistent remote data belongs to the selected source.	            CdfError::data(format!(
crates/cdf-source-clickhouse/src/execution.rs	383	CdfError::data	clickhouse_source_data	none	bounded_resource_field_or_schema_context	Missing, malformed, drifting, unsupported, over-bound, or physically inconsistent remote data belongs to the selected source.	        CdfError::data(format!(
crates/cdf-source-clickhouse/src/execution.rs	390	CdfError::data	clickhouse_source_data	none	bounded_resource_field_or_schema_context	Missing, malformed, drifting, unsupported, over-bound, or physically inconsistent remote data belongs to the selected source.	            return Err(CdfError::data(format!(
crates/cdf-source-clickhouse/src/execution.rs	418	CdfError::contract	caller_contract	none	bounded_configuration_or_field_context	Invalid configuration, plan, identifier, predicate, checkpoint, or effective-schema binding crosses the connector contract.	        .ok_or_else(|| CdfError::contract("ClickHouse cursor projection disappeared"))?;
crates/cdf-source-clickhouse/src/execution.rs	421	CdfError::internal	cdf_invariant	none	operation_context_only	A validated query, serialization, partition, schema-probe, or cursor invariant failed inside CDF.	        CdfError::internal("ClickHouse cursor extraction received an empty batch")
crates/cdf-source-clickhouse/src/execution.rs	433	CdfError::data	clickhouse_source_data	none	bounded_resource_field_or_schema_context	Missing, malformed, drifting, unsupported, over-bound, or physically inconsistent remote data belongs to the selected source.	        return Err(CdfError::data(format!(
crates/cdf-source-clickhouse/src/execution.rs	464	CdfError::data	clickhouse_source_data	none	bounded_resource_field_or_schema_context	Missing, malformed, drifting, unsupported, over-bound, or physically inconsistent remote data belongs to the selected source.	        CdfError::data(format!(
crates/cdf-source-clickhouse/src/identifier.rs	14	CdfError::contract	caller_contract	none	bounded_configuration_or_field_context	Invalid configuration, plan, identifier, predicate, checkpoint, or effective-schema binding crosses the connector contract.	            return Err(CdfError::contract(
crates/cdf-source-clickhouse/src/memory.rs	146	CdfError::internal	cdf_invariant	none	operation_context_only	A validated query, serialization, partition, schema-probe, or cursor invariant failed inside CDF.	        .ok_or_else(|| CdfError::internal("ClickHouse response limit must be nonzero"))
crates/cdf-source-clickhouse/src/memory.rs	49	CdfError::internal	cdf_invariant	none	operation_context_only	A validated query, serialization, partition, schema-probe, or cursor invariant failed inside CDF.	        return Err(CdfError::internal(format!(
crates/cdf-source-clickhouse/src/memory.rs	55	CdfError::internal	cdf_invariant	none	operation_context_only	A validated query, serialization, partition, schema-probe, or cursor invariant failed inside CDF.	        .map_err(|_| CdfError::internal("ClickHouse HTTP chunk limit exceeds usize"))?;
crates/cdf-source-clickhouse/src/memory.rs	82	CdfError::internal	cdf_invariant	none	operation_context_only	A validated query, serialization, partition, schema-probe, or cursor invariant failed inside CDF.	            .map_err(|_| CdfError::internal("ClickHouse HTTP chunk limit exceeds usize"))?,
crates/cdf-source-clickhouse/src/memory.rs	90	CdfError::internal	cdf_invariant	none	operation_context_only	A validated query, serialization, partition, schema-probe, or cursor invariant failed inside CDF.	                    .map_err(|_| CdfError::internal("ClickHouse decode term exceeds u64"))?,
crates/cdf-source-clickhouse/src/memory.rs	92	CdfError::internal	cdf_invariant	none	operation_context_only	A validated query, serialization, partition, schema-probe, or cursor invariant failed inside CDF.	            .ok_or_else(|| CdfError::internal("ClickHouse decode envelope overflow"))
crates/cdf-source-clickhouse/src/query.rs	144	CdfError::contract	caller_contract	none	bounded_configuration_or_field_context	Invalid configuration, plan, identifier, predicate, checkpoint, or effective-schema binding crosses the connector contract.	        return Err(CdfError::contract(
crates/cdf-source-clickhouse/src/query.rs	155	CdfError::contract	caller_contract	none	bounded_configuration_or_field_context	Invalid configuration, plan, identifier, predicate, checkpoint, or effective-schema binding crosses the connector contract.	        return Err(CdfError::contract(
crates/cdf-source-clickhouse/src/query.rs	160	CdfError::contract	caller_contract	none	bounded_configuration_or_field_context	Invalid configuration, plan, identifier, predicate, checkpoint, or effective-schema binding crosses the connector contract.	        return Err(CdfError::contract(
crates/cdf-source-clickhouse/src/query.rs	180	CdfError::contract	caller_contract	none	bounded_configuration_or_field_context	Invalid configuration, plan, identifier, predicate, checkpoint, or effective-schema binding crosses the connector contract.	                CdfError::contract(format!(
crates/cdf-source-clickhouse/src/query.rs	206	CdfError::contract	caller_contract	none	bounded_configuration_or_field_context	Invalid configuration, plan, identifier, predicate, checkpoint, or effective-schema binding crosses the connector contract.	                    CdfError::contract("ClickHouse row-bound projection field disappeared")
