file	line	constructor	primary_owner	retry	redaction	rationale	source
crates/cdf-source-sqlite/src/error.rs	29	CdfError::new	classified_boundary	kind_dependent_no_delay	action_plus_safe_error_display	Kind is computed by the exhaustive I/O/rusqlite classifier; embedded CdfError values bypass this constructor and preserve retry metadata.	    CdfError::new(kind, format!("{action}: {error}"))
crates/cdf-source-sqlite/src/error.rs	37	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, native-query syntax, identifier, plan, predicate, or checkpoint supplied across the connector contract.	        return CdfError::contract(format!("{action}: SQLite source database path is invalid"));
crates/cdf-source-sqlite/src/error.rs	86	CdfError::new	classified_boundary	kind_dependent_no_delay	action_plus_safe_error_display	Kind is computed by the exhaustive I/O/rusqlite classifier; embedded CdfError values bypass this constructor and preserve retry metadata.	    CdfError::new(kind, format!("{action}: {error}"))
crates/cdf-source-sqlite/src/error.rs	96	CdfError::data	sqlite_source_data	none	resource_or_schema_context_only	Missing, malformed, drifting, unsupported, or over-bound source data belongs to the selected SQLite resource.	                return CdfError::data(format!(
crates/cdf-source-sqlite/src/error.rs	9	CdfError::data	sqlite_source_data	none	resource_or_schema_context_only	Missing, malformed, drifting, unsupported, or over-bound source data belongs to the selected SQLite resource.	        Ok(_) => Err(CdfError::data(
crates/cdf-source-sqlite/src/identifier.rs	13	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, native-query syntax, identifier, plan, predicate, or checkpoint supplied across the connector contract.	            return Err(CdfError::contract(
crates/cdf-source-sqlite/src/native.rs	178	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, native-query syntax, identifier, plan, predicate, or checkpoint supplied across the connector contract.	        .map_err(|_| CdfError::contract("SQLite output_batch_rows exceeds platform bounds"))?;
crates/cdf-source-sqlite/src/native.rs	200	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, native-query syntax, identifier, plan, predicate, or checkpoint supplied across the connector contract.	            .map_err(|_| CdfError::contract("SQLite output_batch_rows exceeds u64 bounds"))?;
crates/cdf-source-sqlite/src/native.rs	232	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, native-query syntax, identifier, plan, predicate, or checkpoint supplied across the connector contract.	                .map_err(|_| CdfError::contract("SQLite cache_kib exceeds i64 bounds"))?;
crates/cdf-source-sqlite/src/native.rs	239	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, native-query syntax, identifier, plan, predicate, or checkpoint supplied across the connector contract.	                .map_err(|_| CdfError::contract("SQLite mmap_bytes exceeds i64 bounds"))?;
crates/cdf-source-sqlite/src/native.rs	250	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, native-query syntax, identifier, plan, predicate, or checkpoint supplied across the connector contract.	        return Err(CdfError::contract(format!(
crates/cdf-source-sqlite/src/native.rs	274	CdfError::internal	cdf_invariant	none	operation_context_only	A compiled/validated invariant, source-generation serialization, or Arrow assembly invariant failed inside CDF.	        return Err(CdfError::internal(
crates/cdf-source-sqlite/src/native.rs	292	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, native-query syntax, identifier, plan, predicate, or checkpoint supplied across the connector contract.	        return Err(CdfError::contract("SQLite native query must be read-only"));
crates/cdf-source-sqlite/src/native.rs	295	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, native-query syntax, identifier, plan, predicate, or checkpoint supplied across the connector contract.	        return Err(CdfError::contract(
crates/cdf-source-sqlite/src/native.rs	305	CdfError::data	sqlite_source_data	none	resource_or_schema_context_only	Missing, malformed, drifting, unsupported, or over-bound source data belongs to the selected SQLite resource.	        return Err(CdfError::data(format!(
crates/cdf-source-sqlite/src/native.rs	313	CdfError::data	sqlite_source_data	none	resource_or_schema_context_only	Missing, malformed, drifting, unsupported, or over-bound source data belongs to the selected SQLite resource.	            return Err(CdfError::data(format!(
crates/cdf-source-sqlite/src/native.rs	345	CdfError::data	sqlite_source_data	none	resource_or_schema_context_only	Missing, malformed, drifting, unsupported, or over-bound source data belongs to the selected SQLite resource.	                .ok_or_else(|| CdfError::data("SQLite query discovery byte count overflowed"))?;
crates/cdf-source-sqlite/src/native.rs	348	CdfError::data	sqlite_source_data	none	resource_or_schema_context_only	Missing, malformed, drifting, unsupported, or over-bound source data belongs to the selected SQLite resource.	            return Err(CdfError::data(format!(
crates/cdf-source-sqlite/src/native.rs	416	CdfError::data	sqlite_source_data	none	resource_or_schema_context_only	Missing, malformed, drifting, unsupported, or over-bound source data belongs to the selected SQLite resource.	            CdfError::data(
crates/cdf-source-sqlite/src/native.rs	433	CdfError::internal	cdf_invariant	none	operation_context_only	A compiled/validated invariant, source-generation serialization, or Arrow assembly invariant failed inside CDF.	        CdfError::internal(format!(
crates/cdf-source-sqlite/src/native.rs	449	CdfError::data	sqlite_source_data	none	resource_or_schema_context_only	Missing, malformed, drifting, unsupported, or over-bound source data belongs to the selected SQLite resource.	        return Err(CdfError::data(
crates/cdf-source-sqlite/src/native.rs	458	CdfError::data	sqlite_source_data	none	resource_or_schema_context_only	Missing, malformed, drifting, unsupported, or over-bound source data belongs to the selected SQLite resource.	        return Err(CdfError::data(
crates/cdf-source-sqlite/src/native.rs	490	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, native-query syntax, identifier, plan, predicate, or checkpoint supplied across the connector contract.	        return Err(CdfError::contract("SQLite native query must be read-only"));
crates/cdf-source-sqlite/src/native.rs	493	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, native-query syntax, identifier, plan, predicate, or checkpoint supplied across the connector contract.	        return Err(CdfError::contract(
crates/cdf-source-sqlite/src/native.rs	505	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, native-query syntax, identifier, plan, predicate, or checkpoint supplied across the connector contract.	        return CdfError::contract(format!(
crates/cdf-source-sqlite/src/native.rs	551	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, native-query syntax, identifier, plan, predicate, or checkpoint supplied across the connector contract.	        return Err(CdfError::contract("SQLite native query cannot be empty"));
crates/cdf-source-sqlite/src/native.rs	554	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, native-query syntax, identifier, plan, predicate, or checkpoint supplied across the connector contract.	        return Err(CdfError::contract(
crates/cdf-source-sqlite/src/native.rs	562	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, native-query syntax, identifier, plan, predicate, or checkpoint supplied across the connector contract.	        return Err(CdfError::contract(
crates/cdf-source-sqlite/src/native.rs	610	CdfError::data	sqlite_source_data	none	resource_or_schema_context_only	Missing, malformed, drifting, unsupported, or over-bound source data belongs to the selected SQLite resource.	                return Err(CdfError::data(format!(
crates/cdf-source-sqlite/src/native.rs	636	CdfError::data	sqlite_source_data	none	resource_or_schema_context_only	Missing, malformed, drifting, unsupported, or over-bound source data belongs to the selected SQLite resource.	                return Err(CdfError::data(format!(
crates/cdf-source-sqlite/src/native.rs	76	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, native-query syntax, identifier, plan, predicate, or checkpoint supplied across the connector contract.	            (Some(_), Some(_)) => Err(CdfError::contract(
crates/cdf-source-sqlite/src/native.rs	79	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, native-query syntax, identifier, plan, predicate, or checkpoint supplied across the connector contract.	            (None, None) => Err(CdfError::contract(
crates/cdf-source-sqlite/src/native.rs	92	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, native-query syntax, identifier, plan, predicate, or checkpoint supplied across the connector contract.	                    return Err(CdfError::contract(
crates/cdf-source-sqlite/src/native.rs	97	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, native-query syntax, identifier, plan, predicate, or checkpoint supplied across the connector contract.	                    return Err(CdfError::contract(
crates/cdf-source-sqlite/src/source.rs	142	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, native-query syntax, identifier, plan, predicate, or checkpoint supplied across the connector contract.	                Err(CdfError::contract(
crates/cdf-source-sqlite/src/source.rs	277	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, native-query syntax, identifier, plan, predicate, or checkpoint supplied across the connector contract.	            return Err(CdfError::contract(
crates/cdf-source-sqlite/src/source.rs	312	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, native-query syntax, identifier, plan, predicate, or checkpoint supplied across the connector contract.	                Err(CdfError::contract(
crates/cdf-source-sqlite/src/source.rs	343	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, native-query syntax, identifier, plan, predicate, or checkpoint supplied across the connector contract.	                Err(CdfError::contract(
crates/cdf-source-sqlite/src/source.rs	410	CdfError::internal	cdf_invariant	none	operation_context_only	A compiled/validated invariant, source-generation serialization, or Arrow assembly invariant failed inside CDF.	                    CdfError::internal(
crates/cdf-source-sqlite/src/source.rs	501	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, native-query syntax, identifier, plan, predicate, or checkpoint supplied across the connector contract.	        return Err(CdfError::contract(format!(
crates/cdf-source-sqlite/src/source.rs	539	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, native-query syntax, identifier, plan, predicate, or checkpoint supplied across the connector contract.	        return Err(CdfError::contract(format!(
crates/cdf-source-sqlite/src/source.rs	568	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, native-query syntax, identifier, plan, predicate, or checkpoint supplied across the connector contract.	            return Err(CdfError::contract(
crates/cdf-source-sqlite/src/source/execution.rs	122	CdfError::internal	cdf_invariant	none	operation_context_only	A compiled/validated invariant, source-generation serialization, or Arrow assembly invariant failed inside CDF.	        return Err(CdfError::internal(
crates/cdf-source-sqlite/src/source/execution.rs	201	CdfError::data	sqlite_source_data	none	resource_or_schema_context_only	Missing, malformed, drifting, unsupported, or over-bound source data belongs to the selected SQLite resource.	                                return Err(CdfError::data(format!(
crates/cdf-source-sqlite/src/source/execution.rs	221	CdfError::data	sqlite_source_data	none	resource_or_schema_context_only	Missing, malformed, drifting, unsupported, or over-bound source data belongs to the selected SQLite resource.	                                    CdfError::data("SQLite source batch byte estimate overflowed")
crates/cdf-source-sqlite/src/source/execution.rs	226	CdfError::data	sqlite_source_data	none	resource_or_schema_context_only	Missing, malformed, drifting, unsupported, or over-bound source data belongs to the selected SQLite resource.	                                return Err(CdfError::data(format!(
crates/cdf-source-sqlite/src/source/execution.rs	248	CdfError::data	sqlite_source_data	none	resource_or_schema_context_only	Missing, malformed, drifting, unsupported, or over-bound source data belongs to the selected SQLite resource.	                .ok_or_else(|| CdfError::data("SQLite source batch byte estimate overflowed"))?;
crates/cdf-source-sqlite/src/source/execution.rs	251	CdfError::data	sqlite_source_data	none	resource_or_schema_context_only	Missing, malformed, drifting, unsupported, or over-bound source data belongs to the selected SQLite resource.	                return Err(CdfError::data(format!(
crates/cdf-source-sqlite/src/source/execution.rs	262	CdfError::internal	cdf_invariant	none	operation_context_only	A compiled/validated invariant, source-generation serialization, or Arrow assembly invariant failed inside CDF.	                CdfError::internal(format!("assemble SQLite source Arrow batch: {error}"))
crates/cdf-source-sqlite/src/source/execution.rs	266	CdfError::data	sqlite_source_data	none	resource_or_schema_context_only	Missing, malformed, drifting, unsupported, or over-bound source data belongs to the selected SQLite resource.	            return Err(CdfError::data(format!(
crates/cdf-source-sqlite/src/source/execution.rs	293	CdfError::data	sqlite_source_data	none	resource_or_schema_context_only	Missing, malformed, drifting, unsupported, or over-bound source data belongs to the selected SQLite resource.	                return Err(CdfError::data(format!(
crates/cdf-source-sqlite/src/source/execution.rs	316	CdfError::data	sqlite_source_data	none	resource_or_schema_context_only	Missing, malformed, drifting, unsupported, or over-bound source data belongs to the selected SQLite resource.	        return Err(CdfError::data(format!(
crates/cdf-source-sqlite/src/source/execution.rs	327	CdfError::data	sqlite_source_data	none	resource_or_schema_context_only	Missing, malformed, drifting, unsupported, or over-bound source data belongs to the selected SQLite resource.	            return Err(CdfError::data(format!(
crates/cdf-source-sqlite/src/source/execution.rs	350	CdfError::data	sqlite_source_data	none	resource_or_schema_context_only	Missing, malformed, drifting, unsupported, or over-bound source data belongs to the selected SQLite resource.	                    CdfError::data(format!(
crates/cdf-source-sqlite/src/source/execution.rs	357	CdfError::data	sqlite_source_data	none	resource_or_schema_context_only	Missing, malformed, drifting, unsupported, or over-bound source data belongs to the selected SQLite resource.	                    CdfError::data(format!(
crates/cdf-source-sqlite/src/source/execution.rs	381	CdfError::data	sqlite_source_data	none	resource_or_schema_context_only	Missing, malformed, drifting, unsupported, or over-bound source data belongs to the selected SQLite resource.	        return Err(CdfError::data(format!(
crates/cdf-source-sqlite/src/source/execution.rs	388	CdfError::data	sqlite_source_data	none	resource_or_schema_context_only	Missing, malformed, drifting, unsupported, or over-bound source data belongs to the selected SQLite resource.	        return Err(CdfError::data(format!(
crates/cdf-source-sqlite/src/source/execution.rs	400	CdfError::data	sqlite_source_data	none	resource_or_schema_context_only	Missing, malformed, drifting, unsupported, or over-bound source data belongs to the selected SQLite resource.	            CdfError::data(
crates/cdf-source-sqlite/src/source/execution.rs	405	CdfError::data	sqlite_source_data	none	resource_or_schema_context_only	Missing, malformed, drifting, unsupported, or over-bound source data belongs to the selected SQLite resource.	        return Err(CdfError::data(format!(
crates/cdf-source-sqlite/src/source/execution.rs	421	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, native-query syntax, identifier, plan, predicate, or checkpoint supplied across the connector contract.	                CdfError::contract(format!(
crates/cdf-source-sqlite/src/source/execution.rs	435	CdfError::data	sqlite_source_data	none	resource_or_schema_context_only	Missing, malformed, drifting, unsupported, or over-bound source data belongs to the selected SQLite resource.	                    CdfError::data(format!(
crates/cdf-source-sqlite/src/source/execution.rs	472	CdfError::internal	run_cancellation	none	operation_context_only	SQLite VM interruption caused by the installed progress hook preserves host run-cancellation ownership.	        CdfError::internal("SQLite source execution was cancelled")
crates/cdf-source-sqlite/src/source/execution.rs	536	CdfError::data	sqlite_source_data	none	resource_or_schema_context_only	Missing, malformed, drifting, unsupported, or over-bound source data belongs to the selected SQLite resource.	                return Err(CdfError::data(format!(
crates/cdf-source-sqlite/src/source/execution.rs	552	CdfError::data	sqlite_source_data	none	resource_or_schema_context_only	Missing, malformed, drifting, unsupported, or over-bound source data belongs to the selected SQLite resource.	                return Err(CdfError::data(format!(
crates/cdf-source-sqlite/src/source/execution.rs	680	CdfError::data	sqlite_source_data	none	resource_or_schema_context_only	Missing, malformed, drifting, unsupported, or over-bound source data belongs to the selected SQLite resource.	                        CdfError::data(format!(
crates/cdf-source-sqlite/src/source/query.rs	107	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, native-query syntax, identifier, plan, predicate, or checkpoint supplied across the connector contract.	                            CdfError::contract("compiled SQLite predicate is not executable")
crates/cdf-source-sqlite/src/source/query.rs	110	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, native-query syntax, identifier, plan, predicate, or checkpoint supplied across the connector contract.	                    return Err(CdfError::contract(
crates/cdf-source-sqlite/src/source/query.rs	220	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, native-query syntax, identifier, plan, predicate, or checkpoint supplied across the connector contract.	                CdfError::contract("SQLite snapshot resource cannot resume from a cursor position")
crates/cdf-source-sqlite/src/source/query.rs	223	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, native-query syntax, identifier, plan, predicate, or checkpoint supplied across the connector contract.	                return Err(CdfError::contract(
crates/cdf-source-sqlite/src/source/query.rs	228	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, native-query syntax, identifier, plan, predicate, or checkpoint supplied across the connector contract.	                return Err(CdfError::contract(
crates/cdf-source-sqlite/src/source/query.rs	250	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, native-query syntax, identifier, plan, predicate, or checkpoint supplied across the connector contract.	            .ok_or_else(|| CdfError::contract("SQLite predicate field disappeared"))?;
crates/cdf-source-sqlite/src/source/query.rs	275	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, native-query syntax, identifier, plan, predicate, or checkpoint supplied across the connector contract.	                        CdfError::contract(format!(
crates/cdf-source-sqlite/src/source/query.rs	375	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, native-query syntax, identifier, plan, predicate, or checkpoint supplied across the connector contract.	    Err(CdfError::contract(format!(
crates/cdf-source-sqlite/src/source/query.rs	388	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, native-query syntax, identifier, plan, predicate, or checkpoint supplied across the connector contract.	        return Err(CdfError::contract(
crates/cdf-source-sqlite/src/source/query.rs	395	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, native-query syntax, identifier, plan, predicate, or checkpoint supplied across the connector contract.	            return Err(CdfError::contract(format!(
crates/cdf-source-sqlite/src/source/query.rs	408	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, native-query syntax, identifier, plan, predicate, or checkpoint supplied across the connector contract.	                    CdfError::contract("SQLite cursor projection authority is invalid")
crates/cdf-source-sqlite/src/source/query.rs	411	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, native-query syntax, identifier, plan, predicate, or checkpoint supplied across the connector contract.	                return Err(CdfError::contract(format!(
crates/cdf-source-sqlite/src/source/query.rs	41	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, native-query syntax, identifier, plan, predicate, or checkpoint supplied across the connector contract.	        return Err(CdfError::contract(
crates/cdf-source-sqlite/src/source/query.rs	432	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, native-query syntax, identifier, plan, predicate, or checkpoint supplied across the connector contract.	                    CdfError::contract(format!(
crates/cdf-source-sqlite/src/source/query.rs	53	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, native-query syntax, identifier, plan, predicate, or checkpoint supplied across the connector contract.	        return Err(CdfError::contract(
crates/cdf-source-sqlite/src/source/query.rs	58	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, native-query syntax, identifier, plan, predicate, or checkpoint supplied across the connector contract.	        return Err(CdfError::contract(
crates/cdf-source-sqlite/src/source/query.rs	69	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, native-query syntax, identifier, plan, predicate, or checkpoint supplied across the connector contract.	        return Err(CdfError::contract(format!(
crates/cdf-source-sqlite/src/source/schema.rs	100	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, native-query syntax, identifier, plan, predicate, or checkpoint supplied across the connector contract.	            return Err(CdfError::contract(
crates/cdf-source-sqlite/src/source/schema.rs	106	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, native-query syntax, identifier, plan, predicate, or checkpoint supplied across the connector contract.	                CdfError::contract(format!(
crates/cdf-source-sqlite/src/source/schema.rs	111	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, native-query syntax, identifier, plan, predicate, or checkpoint supplied across the connector contract.	            return Err(CdfError::contract(format!(
crates/cdf-source-sqlite/src/source/schema.rs	119	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, native-query syntax, identifier, plan, predicate, or checkpoint supplied across the connector contract.	            return Err(CdfError::contract(format!(
crates/cdf-source-sqlite/src/source/schema.rs	147	CdfError::data	sqlite_source_data	none	resource_or_schema_context_only	Missing, malformed, drifting, unsupported, or over-bound source data belongs to the selected SQLite resource.	        Err(CdfError::data(format!(
crates/cdf-source-sqlite/src/source/schema.rs	199	CdfError::data	sqlite_source_data	none	resource_or_schema_context_only	Missing, malformed, drifting, unsupported, or over-bound source data belongs to the selected SQLite resource.	    CdfError::data(format!(
crates/cdf-source-sqlite/src/source/schema.rs	211	CdfError::data	sqlite_source_data	none	resource_or_schema_context_only	Missing, malformed, drifting, unsupported, or over-bound source data belongs to the selected SQLite resource.	        _ => Err(CdfError::data(
crates/cdf-source-sqlite/src/source/schema.rs	28	CdfError::data	sqlite_source_data	none	resource_or_schema_context_only	Missing, malformed, drifting, unsupported, or over-bound source data belongs to the selected SQLite resource.	        return Err(CdfError::data(
crates/cdf-source-sqlite/src/source/schema.rs	35	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, native-query syntax, identifier, plan, predicate, or checkpoint supplied across the connector contract.	            return Err(CdfError::contract(format!(
crates/cdf-source-sqlite/src/source/schema.rs	48	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, native-query syntax, identifier, plan, predicate, or checkpoint supplied across the connector contract.	            return Err(CdfError::contract(format!(
crates/cdf-source-sqlite/src/source/schema.rs	56	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, native-query syntax, identifier, plan, predicate, or checkpoint supplied across the connector contract.	            CdfError::contract(format!(
crates/cdf-source-sqlite/src/source/schema.rs	64	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, native-query syntax, identifier, plan, predicate, or checkpoint supplied across the connector contract.	            return Err(CdfError::contract(format!(
crates/cdf-source-sqlite/src/source/schema.rs	71	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, native-query syntax, identifier, plan, predicate, or checkpoint supplied across the connector contract.	            return Err(CdfError::contract(
crates/cdf-source-sqlite/src/source/schema.rs	76	CdfError::contract	caller_contract	none	bounded_context	Invalid configuration, native-query syntax, identifier, plan, predicate, or checkpoint supplied across the connector contract.	            return Err(CdfError::contract(
